Clone name,Self compatibility,Refcode,Ligule colour,Stamen colour,Sepal length,Ligule width,Ovule number,Style length
LCT EEN 83 /S-8,,BEKAD1,slight anthocyanin,slight anthocyanin,6.96,2.23,44.0,2.09
LCT EEN 85,,BEKAD1,anthocyanin absent,anthocyanin absent,7.48,2.55,46.0,2.72
LCT EEN 86,,BEKAD1,slight anthocyanin,intense anthocyanin,6.97,2.08,35.0,2.2
LCT EEN 90 /S-7,,BEKAD1,slight anthocyanin,slight anthocyanin,7.56,2.42,42.0,2.33
LH 1,,BEKAD1,slight anthocyanin,moderate anthocyanin,6.79,2.34,37.0,1.95
LH 5,,BEKAD1,slight anthocyanin,anthocyanin absent,8.74,2.99,41.0,2.01
LP 1 /18 [POU],,BEKAD1,slight anthocyanin,intense anthocyanin,7.82,2.71,44.0,2.95
LP 1 /2 [POU],,BEKAD1,anthocyanin absent,moderate anthocyanin,8.11,2.81,40.0,2.65
LP 1 /21 [POU],,BEKAD1,slight anthocyanin,moderate anthocyanin,8.76,2.52,48.0,2.56
LP 1 /23 [POU],,BEKAD1,slight anthocyanin,intense anthocyanin,9.02,2.65,46.0,2.9
LP 1 /24 [POU],,BEKAD1,moderate anthocyanin,anthocyanin absent,7.93,2.48,38.0,1.95
LP 1 /25 [POU],,BEKAD1,slight anthocyanin,intense anthocyanin,7.51,2.59,44.0,2.55
LP 1 /28 [POU],,BEKAD1,anthocyanin absent,slight anthocyanin,6.96,2.52,37.0,2.49
LP 1 /29 [POU],,BEKAD1,moderate anthocyanin,intense anthocyanin,8.13,2.76,51.0,2.91
LP 1 /31 [POU],,BEKAD1,anthocyanin absent,anthocyanin absent,7.8,2.52,40.0,2.45
LP 1 /32 [POU],,BEKAD1,slight anthocyanin,slight anthocyanin,8.0,2.53,41.0,2.87
LP 1 /36 [POU],,BEKAD1,slight anthocyanin,intense anthocyanin,8.17,2.68,44.0,2.65
LP 1 /37 [POU],,BEKAD1,slight anthocyanin,moderate anthocyanin,8.73,3.29,42.0,2.97
LP 1 /39 [POU],,BEKAD1,moderate anthocyanin,moderate anthocyanin,8.25,2.83,38.0,2.67
LP 1 /4 [POU],,BEKAD1,anthocyanin absent,slight anthocyanin,8.49,2.92,44.0,2.24
LP 1 /40 [POU],,BEKAD1,slight anthocyanin,intense anthocyanin,8.46,3.16,49.0,3.08
LP 1 /41 [POU],,BEKAD1,anthocyanin absent,slight anthocyanin,7.88,2.79,40.0,2.3
LP 1 /42 [POU],,BEKAD1,anthocyanin absent,slight anthocyanin,7.23,2.85,45.0,2.22
LP 1 /44 [POU],,BEKAD1,slight anthocyanin,moderate anthocyanin,7.82,2.63,57.0,2.67
LP 1 /45 [POU],,BEKAD1,slight anthocyanin,slight anthocyanin,6.49,2.06,46.0,1.78
LP 1 /49 [POU],,BEKAD1,slight anthocyanin,intense anthocyanin,7.51,2.47,43.0,2.71
LP 1 /58 [POU],,BEKAD1,slight anthocyanin,intense anthocyanin,9.4,2.8,44.0,2.69
LP 1 /61 [POU],,BEKAD1,anthocyanin absent,anthocyanin absent,8.37,2.73,44.0,2.67
LP 1 /62 [POU],,BEKAD1,anthocyanin absent,moderate anthocyanin,7.41,2.67,41.0,2.9
LP 1 /9 [POU],,BEKAD1,anthocyanin absent,intense anthocyanin,8.75,2.45,43.0,2.62
LP 2 /1 [POU],,BEKAD1,slight anthocyanin,moderate anthocyanin,7.42,2.29,47.0,2.19
LP 2 /10 [POU],,BEKAD1,anthocyanin absent,anthocyanin absent,7.92,2.3,42.0,2.54
LP 2 /11 [POU],,BEKAD1,slight anthocyanin,slight anthocyanin,9.22,2.41,40.0,2.67
LP 2 /13 [POU],,BEKAD1,anthocyanin absent,slight anthocyanin,7.84,2.88,49.0,2.98
LP 2 /14 [POU],,BEKAD1,slight anthocyanin,anthocyanin absent,8.52,2.13,39.0,2.23
LP 2 /3 [POU],,BEKAD1,intense anthocyanin,anthocyanin absent,9.24,2.2,39.0,2.26
LP 2 /9 [POU],,BEKAD1,anthocyanin absent,anthocyanin absent,7.79,2.4,43.0,2.7
LP 3 /11 [POU],,BEKAD1,moderate anthocyanin,slight anthocyanin,6.93,1.91,41.0,1.98
LP 3 /13 [POU],,BEKAD1,intense anthocyanin,slight anthocyanin,7.85,2.45,40.0,1.99
LP 3 /15 [POU],,BEKAD1,anthocyanin absent,slight anthocyanin,7.17,2.36,38.0,2.45
LP 3 /19 [POU],,BEKAD1,slight anthocyanin,slight anthocyanin,7.68,2.28,46.0,2.34
LP 3 /2 [POU],,BEKAD1,slight anthocyanin,intense anthocyanin,7.3,2.56,45.0,2.49
LP 3 /20 [POU],,BEKAD1,anthocyanin absent,anthocyanin absent,8.58,2.82,34.0,2.06
LP 3 /25 [POU],,BEKAD1,anthocyanin absent,anthocyanin absent,8.99,2.7,39.0,2.83
LP 3 /29 [POU],,BEKAD1,moderate anthocyanin,moderate anthocyanin,7.84,2.6,42.0,2.31
LP 3 /3 [POU],,BEKAD1,moderate anthocyanin,intense anthocyanin,7.16,2.14,43.0,2.12
LP 3 /34 [POU],,BEKAD1,intense anthocyanin,anthocyanin absent,7.55,2.37,39.0,2.63
LP 3 /35 [POU],,BEKAD1,moderate anthocyanin,anthocyanin absent,7.95,2.77,45.0,1.98
LP 3 /38 [POU],,BEKAD1,slight anthocyanin,intense anthocyanin,8.71,2.51,39.0,2.47
LP 3 /4 [POU],,BEKAD1,anthocyanin absent,moderate anthocyanin,8.01,2.55,40.0,2.59
LP 3 /40 [POU],,BEKAD1,slight anthocyanin,moderate anthocyanin,8.22,2.48,35.0,2.69
LP 3 /45 [POU],,BEKAD1,slight anthocyanin,moderate anthocyanin,8.65,2.34,40.0,2.44
LP 3 /48 [POU],,BEKAD1,moderate anthocyanin,slight anthocyanin,6.62,2.28,42.0,2.07
LP 3 /5 [POU],,BEKAD1,moderate anthocyanin,moderate anthocyanin,6.5,2.36,50.0,2.04
LP 4 /1 [POU],,BEKAD1,moderate anthocyanin,slight anthocyanin,7.89,2.86,41.0,2.49
LP 4 /10 [POU],,BEKAD1,slight anthocyanin,slight anthocyanin,8.04,2.92,39.0,2.05
LP 4 /12 [POU],,BEKAD1,moderate anthocyanin,intense anthocyanin,7.75,2.46,46.0,2.56
LP 4 /13 [POU],,BEKAD1,intense anthocyanin,moderate anthocyanin,8.45,2.83,46.0,2.91
LP 4 /15 [POU],,BEKAD1,intense anthocyanin,intense anthocyanin,8.36,2.21,36.0,2.46
LP 4 /18 [POU],,BEKAD1,slight anthocyanin,moderate anthocyanin,8.16,2.75,40.0,1.99
LP 4 /19 [POU],,BEKAD1,slight anthocyanin,moderate anthocyanin,7.97,2.32,50.0,2.62
LP 4 /2 [POU],,BEKAD1,slight anthocyanin,intense anthocyanin,8.43,2.77,42.0,2.69
LP 4 /20 [POU],,BEKAD1,moderate anthocyanin,moderate anthocyanin,7.95,2.84,45.0,2.37
LP 4 /24 [POU],,BEKAD1,anthocyanin absent,slight anthocyanin,8.32,2.31,41.0,2.22
LP 4 /25 [POU],,BEKAD1,moderate anthocyanin,moderate anthocyanin,7.58,2.41,41.0,2.14
LP 4 /3 [POU],,BEKAD1,slight anthocyanin,moderate anthocyanin,6.7,2.1,42.0,2.09
LP 4 /30 [POU],,BEKAD1,slight anthocyanin,intense anthocyanin,7.31,2.75,48.0,2.52
LP 4 /32 [POU],,BEKAD1,moderate anthocyanin,slight anthocyanin,8.27,2.62,44.0,2.49
LP 4 /37 [POU],,BEKAD1,anthocyanin absent,moderate anthocyanin,7.6,2.69,43.0,1.67
LP 4 /38 [POU],,BEKAD1,anthocyanin absent,slight anthocyanin,8.2,2.44,40.0,2.13
LP 4 /39 [POU],,BEKAD1,slight anthocyanin,moderate anthocyanin,9.69,3.48,45.0,3.1
LP 4 /4 [POU],,BEKAD1,anthocyanin absent,moderate anthocyanin,7.89,2.79,42.0,2.93
LP 4 /41 [POU],,BEKAD1,anthocyanin absent,slight anthocyanin,8.03,2.38,42.0,1.78
LP 4 /43 [POU],,BEKAD1,slight anthocyanin,intense anthocyanin,7.69,3.15,40.0,1.84
LP 4 /45 [POU],,BEKAD1,slight anthocyanin,slight anthocyanin,7.72,2.36,39.0,1.97
LP 4 /48 [POU],,BEKAD1,moderate anthocyanin,intense anthocyanin,9.11,2.37,50.0,2.44
LP 4 /5 [POU],,BEKAD1,slight anthocyanin,moderate anthocyanin,8.56,2.73,34.0,2.76
LP 4 /52 [POU],,BEKAD1,slight anthocyanin,moderate anthocyanin,7.74,2.41,40.0,1.79
LP 4 /7 [POU],,BEKAD1,slight anthocyanin,slight anthocyanin,7.56,2.76,43.0,2.61
LP 4 /8 [POU],,BEKAD1,moderate anthocyanin,moderate anthocyanin,8.42,2.44,40.0,2.26
LP 5 /1 [POU],,BEKAD1,slight anthocyanin,moderate anthocyanin,8.05,2.5,39.0,2.44
LP 5 /14 [POU],,BEKAD1,slight anthocyanin,intense anthocyanin,6.69,2.39,46.0,2.58
LP 5 /19 [POU],,BEKAD1,moderate anthocyanin,moderate anthocyanin,7.7,2.64,51.0,2.25
LP 5 /2 [POU],,BEKAD1,slight anthocyanin,slight anthocyanin,9.49,2.41,42.0,2.55
LP 5 /23 [POU],,BEKAD1,slight anthocyanin,intense anthocyanin,7.86,2.47,47.0,2.83
LP 5 /3 [POU],,BEKAD1,intense anthocyanin,slight anthocyanin,7.53,2.39,44.0,2.22
LP 6 /14 [POU],,BEKAD1,moderate anthocyanin,slight anthocyanin,9.42,1.99,39.0,2.45
LP 6 /16 [POU],,BEKAD1,slight anthocyanin,anthocyanin absent,9.03,2.29,44.0,2.23
LP 6 /19 [POU],,BEKAD1,anthocyanin absent,anthocyanin absent,8.74,2.48,42.0,2.25
LP 6 /21 [POU],,BEKAD1,anthocyanin absent,anthocyanin absent,8.88,2.72,42.0,2.6
LP 6 /24 [POU],,BEKAD1,intense anthocyanin,slight anthocyanin,8.82,2.87,42.0,2.4
LP 6 /6 [POU],,BEKAD1,slight anthocyanin,intense anthocyanin,7.8,2.33,54.0,2.37
LV 10 [POU],,BEKAD1,moderate anthocyanin,moderate anthocyanin,7.93,2.44,42.0,2.37
LV 14 [POU],,BEKAD1,intense anthocyanin,moderate anthocyanin,7.48,2.59,40.0,2.79
LV 15 [POU],,BEKAD1,anthocyanin absent,intense anthocyanin,8.59,2.47,45.0,2.74
LV 17 [POU],,BEKAD1,slight anthocyanin,moderate anthocyanin,7.68,2.31,42.0,2.45
LV 20 [POU],,BEKAD1,moderate anthocyanin,intense anthocyanin,8.35,2.5,41.0,2.69
LV 22 [POU],,BEKAD1,moderate anthocyanin,slight anthocyanin,8.07,2.38,36.0,1.91
LV 27 [POU],,BEKAD1,moderate anthocyanin,intense anthocyanin,7.95,2.76,44.0,2.71
LV 28 [POU],,BEKAD1,slight anthocyanin,slight anthocyanin,8.85,2.26,42.0,2.44
LV 31 [POU],,BEKAD1,slight anthocyanin,slight anthocyanin,8.36,2.84,35.0,2.98
LV 33 [POU],,BEKAD1,slight anthocyanin,anthocyanin absent,7.01,2.16,36.0,1.96
LV 36 [POU],,BEKAD1,slight anthocyanin,slight anthocyanin,8.49,2.32,39.0,2.42
LV 37 [POU],,BEKAD1,moderate anthocyanin,moderate anthocyanin,8.89,3.19,46.0,2.77
LV 6 [POU],,BEKAD1,slight anthocyanin,intense anthocyanin,8.55,2.19,37.0,2.64
LV 9 [POU],,BEKAD1,slight anthocyanin,intense anthocyanin,8.55,2.28,37.0,2.78
LX 16,,BEKAD1,anthocyanin absent,moderate anthocyanin,7.77,2.57,47.0,2.78
LX 17,,BEKAD1,slight anthocyanin,moderate anthocyanin,8.07,2.53,41.0,2.44
LX 2,,BEKAD1,intense anthocyanin,anthocyanin absent,8.61,2.43,44.0,2.35
LX 24,,BEKAD1,slight anthocyanin,intense anthocyanin,8.36,2.47,34.0,2.46
LX 25,,BEKAD1,moderate anthocyanin,slight anthocyanin,7.59,2.08,37.0,2.03
LX 28,,BEKAD1,moderate anthocyanin,slight anthocyanin,7.23,2.43,36.0,2.02
LX 31,,BEKAD1,moderate anthocyanin,slight anthocyanin,6.67,1.97,46.0,1.95
LX 32,,BEKAD1,slight anthocyanin,moderate anthocyanin,8.03,2.63,46.0,2.63
LX 38,,BEKAD1,moderate anthocyanin,moderate anthocyanin,7.9,2.44,37.0,2.66
LX 39,,BEKAD1,slight anthocyanin,slight anthocyanin,7.33,2.5,36.0,2.37
LX 41,,BEKAD1,intense anthocyanin,intense anthocyanin,7.84,2.72,42.0,2.6
LX 43,,BEKAD1,intense anthocyanin,moderate anthocyanin,8.74,2.74,41.0,2.44
LX 44,,BEKAD1,slight anthocyanin,moderate anthocyanin,8.94,2.6,36.0,2.95
LX 45,,BEKAD1,moderate anthocyanin,intense anthocyanin,8.34,2.64,39.0,2.16
LX 47,,BEKAD1,slight anthocyanin,intense anthocyanin,7.34,2.49,37.0,2.35
LX 48,,BEKAD1,slight anthocyanin,slight anthocyanin,8.82,2.6,38.0,2.56
LX 49,,BEKAD1,slight anthocyanin,intense anthocyanin,9.23,2.31,37.0,3.11
LX 50,,BEKAD1,slight anthocyanin,slight anthocyanin,7.64,2.52,42.0,2.23
LX 53,,BEKAD1,slight anthocyanin,moderate anthocyanin,7.91,2.42,41.0,2.59
LX 6,,BEKAD1,slight anthocyanin,slight anthocyanin,7.94,2.3,38.0,2.15
LZ 13,,BEKAD1,anthocyanin absent,slight anthocyanin,7.72,2.54,33.0,2.41
LZ 17,,BEKAD1,slight anthocyanin,moderate anthocyanin,8.11,2.3,39.0,2.35
LZ 19,,BEKAD1,slight anthocyanin,moderate anthocyanin,7.73,2.41,49.0,2.22
LZ 2,,BEKAD1,slight anthocyanin,moderate anthocyanin,8.38,2.42,37.0,2.7
LZ 33,,BEKAD1,moderate anthocyanin,slight anthocyanin,8.71,2.81,40.0,2.72
LZ 5,,BEKAD1,slight anthocyanin,anthocyanin absent,8.35,2.1,40.0,2.2
LZ 7,,BEKAD1,anthocyanin absent,intense anthocyanin,8.65,2.42,36.0,2.5
LZ 8,,BEKAD1,slight anthocyanin,moderate anthocyanin,9.08,2.84,43.0,2.26
LZ 9,,BEKAD1,anthocyanin absent,intense anthocyanin,9.21,2.61,44.0,2.55
M 116 [ICT],,BEKAD1,slight anthocyanin,slight anthocyanin,7.06,2.91,54.0,2.6
M 252 [ICT],,BEKAD1,moderate anthocyanin,moderate anthocyanin,7.7,2.38,43.0,2.16
M 33 [ICT],,BEKAD1,slight anthocyanin,slight anthocyanin,7.13,2.37,48.0,2.45
M 8 [SUR],,BEKAD1,anthocyanin absent,slight anthocyanin,8.47,2.43,52.0,2.22
MA 12 [BRA],,BEKAD1,slight anthocyanin,slight anthocyanin,6.5,1.88,48.0,1.87
MAN 15 /2 [BRA],,BEKAD1,moderate anthocyanin,moderate anthocyanin,8.12,3.04,54.0,2.07
MAN 15 /60 [BRA],,BEKAD1,slight anthocyanin,moderate anthocyanin,7.29,3.21,46.0,1.78
MAR 1,,BEKAD1,slight anthocyanin,moderate anthocyanin,7.97,2.12,43.0,2.16
MAR 10,,BEKAD1,slight anthocyanin,moderate anthocyanin,7.4,2.39,44.0,2.25
MAR 11,,BEKAD1,slight anthocyanin,slight anthocyanin,7.76,2.37,46.0,2.36
MAR 12,,BEKAD1,slight anthocyanin,moderate anthocyanin,7.71,2.22,44.0,1.99
MAR 13,,BEKAD1,slight anthocyanin,moderate anthocyanin,8.02,2.13,46.0,2.17
MAR 14,,BEKAD1,slight anthocyanin,moderate anthocyanin,7.96,2.16,44.0,2.15
MAR 19,,BEKAD1,anthocyanin absent,anthocyanin absent,8.48,2.53,48.0,2.26
MAR 20,,BEKAD1,anthocyanin absent,moderate anthocyanin,7.28,2.36,50.0,2.19
MAR 22,,BEKAD1,slight anthocyanin,moderate anthocyanin,8.92,2.56,42.0,2.17
MAR 3,,BEKAD1,anthocyanin absent,anthocyanin absent,8.66,2.54,38.0,2.29
MAR 9,,BEKAD1,slight anthocyanin,moderate anthocyanin,8.54,2.43,44.0,2.13
MARPER 18,,BEKAD1,slight anthocyanin,moderate anthocyanin,7.62,2.61,45.0,2.74
MARPER 20,,BEKAD1,anthocyanin absent,anthocyanin absent,8.14,2.65,49.0,2.64
MARPER 22,,BEKAD1,intense anthocyanin,moderate anthocyanin,9.08,2.4,38.0,2.55
MARPER 23,,BEKAD1,slight anthocyanin,anthocyanin absent,6.61,2.31,40.0,1.69
MARPER 25,,BEKAD1,slight anthocyanin,anthocyanin absent,7.16,1.86,49.0,2.19
MARPER 27,,BEKAD1,anthocyanin absent,slight anthocyanin,6.52,2.27,40.0,2.29
MARPER 28,,BEKAD1,intense anthocyanin,slight anthocyanin,5.78,2.09,44.0,1.98
MARPER 29,,BEKAD1,anthocyanin absent,slight anthocyanin,7.46,2.82,54.0,2.47
MARPER 31,,BEKAD1,intense anthocyanin,intense anthocyanin,7.21,2.53,43.0,2.85
MARPER 33,,BEKAD1,intense anthocyanin,intense anthocyanin,6.76,2.35,41.0,1.84
MARPER 34,,BEKAD1,intense anthocyanin,slight anthocyanin,8.62,2.48,43.0,2.42
MARPER 35,,BEKAD1,moderate anthocyanin,slight anthocyanin,7.58,2.2,47.0,1.82
MARPER 37,,BEKAD1,anthocyanin absent,intense anthocyanin,6.99,2.21,55.0,2.35
MARPER 42,,BEKAD1,slight anthocyanin,anthocyanin absent,6.72,2.28,41.0,2.32
MARPER 43,,BEKAD1,intense anthocyanin,anthocyanin absent,6.71,2.06,42.0,1.97
MARPER 45,,BEKAD1,slight anthocyanin,intense anthocyanin,6.78,1.93,37.0,2.42
MARPER 47,,BEKAD1,slight anthocyanin,slight anthocyanin,7.52,2.51,45.0,2.34
MARPER 48,,BEKAD1,moderate anthocyanin,moderate anthocyanin,7.19,2.55,51.0,2.54
MARPER 49,,BEKAD1,anthocyanin absent,anthocyanin absent,6.26,1.83,28.0,2.17
MARPER 50,,BEKAD1,slight anthocyanin,anthocyanin absent,7.19,2.13,45.0,2.17
MARPER 51,,BEKAD1,anthocyanin absent,anthocyanin absent,7.71,2.21,42.0,2.11
MARPER 52,,BEKAD1,moderate anthocyanin,slight anthocyanin,7.35,2.08,37.0,1.64
MARPER 53,,BEKAD1,anthocyanin absent,anthocyanin absent,7.81,2.2,43.0,2.2
MARPER 54,,BEKAD1,intense anthocyanin,moderate anthocyanin,7.66,2.01,47.0,2.14
MARPER 9,,BEKAD1,slight anthocyanin,anthocyanin absent,7.3,2.42,44.0,2.72
MATINA 1 /4,,BEKAD1,anthocyanin absent,slight anthocyanin,7.65,2.34,38.0,1.95
MATINA 1 /7,,BEKAD1,anthocyanin absent,anthocyanin absent,7.7,2.58,46.0,1.78
MATINA 2 /8,,BEKAD1,moderate anthocyanin,intense anthocyanin,6.46,2.27,49.0,1.92
MO 109,,BEKAD1,slight anthocyanin,slight anthocyanin,8.75,3.83,35.0,2.26
MO 118,,BEKAD1,slight anthocyanin,intense anthocyanin,7.98,2.37,43.0,2.38
MO 121,,BEKAD1,intense anthocyanin,intense anthocyanin,7.99,2.56,40.0,2.54
MO 122,,BEKAD1,intense anthocyanin,intense anthocyanin,6.43,2.11,38.0,2.38
MO 125,,BEKAD1,moderate anthocyanin,moderate anthocyanin,7.14,2.3,44.0,2.54
MO 129,,BEKAD1,intense anthocyanin,slight anthocyanin,7.42,2.28,41.0,2.08
MO 14,,BEKAD1,slight anthocyanin,slight anthocyanin,8.84,2.92,45.0,2.31
MO 17,,BEKAD1,moderate anthocyanin,moderate anthocyanin,8.4,2.34,46.0,2.36
MO 20,,BEKAD1,slight anthocyanin,anthocyanin absent,7.99,3.08,39.0,2.3
MO 3,,BEKAD1,slight anthocyanin,slight anthocyanin,6.94,2.29,47.0,1.7
MO 4,,BEKAD1,slight anthocyanin,anthocyanin absent,6.69,2.4,37.0,2.39
MO 76,,BEKAD1,slight anthocyanin,slight anthocyanin,7.65,2.1,47.0,2.41
MO 80,,BEKAD1,anthocyanin absent,anthocyanin absent,7.41,2.38,43.0,2.32
MO 81,,BEKAD1,slight anthocyanin,anthocyanin absent,8.97,2.77,44.0,2.24
MO 82,,BEKAD1,slight anthocyanin,anthocyanin absent,7.5,2.08,44.0,2.35
MO 83,,BEKAD1,slight anthocyanin,slight anthocyanin,7.32,2.22,45.0,2.26
MO 87,,BEKAD1,anthocyanin absent,slight anthocyanin,7.26,2.61,46.0,2.06
MO 9,,BEKAD1,moderate anthocyanin,anthocyanin absent,7.49,2.54,39.0,2.17
MO 90,,BEKAD1,moderate anthocyanin,intense anthocyanin,7.04,2.51,46.0,2.32
MO 96,,BEKAD1,moderate anthocyanin,moderate anthocyanin,6.99,2.55,45.0,2.57
MO 99,,BEKAD1,moderate anthocyanin,intense anthocyanin,7.29,2.69,45.0,2.63
MOCO 1 /12,,BEKAD1,anthocyanin absent,anthocyanin absent,7.7,2.38,46.0,1.86
MOQ 1 /16,,BEKAD1,intense anthocyanin,slight anthocyanin,7.48,2.42,34.0,2.43
MOQ 1 /2,,BEKAD1,slight anthocyanin,intense anthocyanin,9.01,2.45,45.0,2.59
MOQ 1 /21,,BEKAD1,anthocyanin absent,intense anthocyanin,8.29,2.14,47.0,2.83
MOQ 1 /24,,BEKAD1,slight anthocyanin,intense anthocyanin,7.33,2.03,38.0,2.58
MOQ 1 /25,,BEKAD1,slight anthocyanin,anthocyanin absent,8.06,2.14,42.0,2.18
MOQ 2 /1,,BEKAD1,slight anthocyanin,intense anthocyanin,7.78,2.29,41.0,2.84
MOQ 2 /10,,BEKAD1,anthocyanin absent,intense anthocyanin,7.68,2.69,38.0,2.81
MOQ 2 /11,,BEKAD1,slight anthocyanin,moderate anthocyanin,8.71,2.65,45.0,2.63
MOQ 2 /16,,BEKAD1,slight anthocyanin,intense anthocyanin,9.37,2.95,40.0,3.08
MOQ 2 /17,,BEKAD1,slight anthocyanin,anthocyanin absent,7.5,2.49,50.0,2.39
MOQ 2 /18,,BEKAD1,slight anthocyanin,intense anthocyanin,7.95,2.37,39.0,2.64
MOQ 2 /22,,BEKAD1,slight anthocyanin,moderate anthocyanin,8.13,2.22,36.0,2.53
MOQ 2 /26,,BEKAD1,slight anthocyanin,moderate anthocyanin,9.12,2.71,36.0,2.63
MOQ 2 /28,,BEKAD1,moderate anthocyanin,intense anthocyanin,8.28,2.63,45.0,2.93
MOQ 2 /29,,BEKAD1,slight anthocyanin,intense anthocyanin,8.73,2.37,41.0,3.04
MOQ 2 /30,,BEKAD1,slight anthocyanin,moderate anthocyanin,7.9,2.43,42.0,2.35
MOQ 2 /31,,BEKAD1,anthocyanin absent,slight anthocyanin,9.31,2.9,41.0,3.16
MOQ 2 /35,,BEKAD1,slight anthocyanin,moderate anthocyanin,8.85,2.35,41.0,2.45
MOQ 2 /36,,BEKAD1,slight anthocyanin,slight anthocyanin,7.76,2.58,38.0,2.75
MOQ 2 /4,,BEKAD1,slight anthocyanin,intense anthocyanin,7.64,1.95,44.0,2.57
MOQ 2 /6,,BEKAD1,anthocyanin absent,intense anthocyanin,9.59,2.48,41.0,2.46
MOQ 3 /11,,BEKAD1,slight anthocyanin,slight anthocyanin,8.78,2.42,37.0,2.78
MOQ 3 /12,,BEKAD1,slight anthocyanin,intense anthocyanin,7.43,2.66,43.0,2.91
MOQ 3 /16,,BEKAD1,slight anthocyanin,slight anthocyanin,8.72,2.6,38.0,3.0
MOQ 3 /19,,BEKAD1,slight anthocyanin,anthocyanin absent,8.38,2.1,43.0,2.99
MOQ 3 /20,,BEKAD1,anthocyanin absent,moderate anthocyanin,7.9,2.61,51.0,2.71
MOQ 3 /8,,BEKAD1,moderate anthocyanin,moderate anthocyanin,7.94,2.36,47.0,2.31
MOQ 4 /13,,BEKAD1,anthocyanin absent,anthocyanin absent,8.27,2.35,35.0,1.92
MOQ 4 /16,,BEKAD1,slight anthocyanin,intense anthocyanin,7.95,2.58,44.0,2.78
MOQ 4 /2,,BEKAD1,slight anthocyanin,slight anthocyanin,7.54,2.05,41.0,1.94
MOQ 4 /21,,BEKAD1,intense anthocyanin,intense anthocyanin,8.91,2.69,41.0,2.92
MOQ 4 /23,,BEKAD1,moderate anthocyanin,intense anthocyanin,7.14,2.54,51.0,2.72
MOQ 4 /4,,BEKAD1,slight anthocyanin,slight anthocyanin,8.69,2.35,40.0,2.74
MOQ 4 /5,,BEKAD1,intense anthocyanin,slight anthocyanin,7.6,2.4,39.0,2.41
MOQ 5 /1,,BEKAD1,moderate anthocyanin,slight anthocyanin,8.1,2.79,45.0,2.47
MOQ 5 /12,,BEKAD1,slight anthocyanin,slight anthocyanin,8.22,2.32,39.0,2.59
MOQ 5 /21,,BEKAD1,slight anthocyanin,moderate anthocyanin,7.89,2.38,46.0,2.87
MOQ 5 /23,,BEKAD1,anthocyanin absent,anthocyanin absent,7.93,2.22,44.0,2.19
MOQ 5 /28,,BEKAD1,moderate anthocyanin,slight anthocyanin,7.64,2.44,43.0,2.09
MOQ 5 /29,,BEKAD1,slight anthocyanin,slight anthocyanin,9.11,2.22,31.0,2.56
MOQ 5 /34,,BEKAD1,slight anthocyanin,anthocyanin absent,7.81,1.99,38.0,2.1
MOQ 5 /5,,BEKAD1,anthocyanin absent,slight anthocyanin,9.52,2.65,44.0,2.63
MOQ 6 /10,,BEKAD1,slight anthocyanin,slight anthocyanin,10.02,2.61,43.0,2.84
MOQ 6 /102,,BEKAD1,slight anthocyanin,anthocyanin absent,8.25,2.5,45.0,2.73
MOQ 6 /103,,BEKAD1,slight anthocyanin,intense anthocyanin,6.98,2.51,45.0,2.24
MOQ 6 /104,,BEKAD1,slight anthocyanin,moderate anthocyanin,8.07,2.5,45.0,2.8
MOQ 6 /107,,BEKAD1,slight anthocyanin,intense anthocyanin,8.77,2.39,47.0,3.26
MOQ 6 /108,,BEKAD1,anthocyanin absent,anthocyanin absent,7.3,2.06,48.0,2.48
MOQ 6 /109,,BEKAD1,slight anthocyanin,slight anthocyanin,6.44,2.21,36.0,2.12
MOQ 6 /11,,BEKAD1,slight anthocyanin,slight anthocyanin,8.58,2.44,39.0,2.31
MOQ 6 /113,,BEKAD1,anthocyanin absent,intense anthocyanin,8.64,2.75,45.0,3.2
MOQ 6 /19,,BEKAD1,anthocyanin absent,slight anthocyanin,7.55,2.24,45.0,2.36
MOQ 6 /28,,BEKAD1,intense anthocyanin,moderate anthocyanin,7.88,2.69,52.0,2.2
MOQ 6 /29,,BEKAD1,slight anthocyanin,anthocyanin absent,7.13,2.13,39.0,2.33
MOQ 6 /30,,BEKAD1,moderate anthocyanin,intense anthocyanin,6.43,2.09,37.0,2.09
MOQ 6 /33,,BEKAD1,slight anthocyanin,slight anthocyanin,8.13,2.26,40.0,2.67
MOQ 6 /34,,BEKAD1,intense anthocyanin,anthocyanin absent,9.09,2.27,48.0,2.3
MOQ 6 /36,,BEKAD1,slight anthocyanin,slight anthocyanin,7.47,2.11,37.0,1.65
MOQ 6 /41,,BEKAD1,intense anthocyanin,slight anthocyanin,8.77,2.06,42.0,2.08
MOQ 6 /44,,BEKAD1,anthocyanin absent,moderate anthocyanin,7.48,2.09,43.0,2.54
MOQ 6 /46,,BEKAD1,anthocyanin absent,slight anthocyanin,8.75,2.54,46.0,3.16
MOQ 6 /5,,BEKAD1,slight anthocyanin,slight anthocyanin,6.68,2.57,41.0,2.54
MOQ 6 /52,,BEKAD1,slight anthocyanin,slight anthocyanin,8.24,2.48,45.0,2.92
MOQ 6 /54,,BEKAD1,slight anthocyanin,slight anthocyanin,8.06,2.38,48.0,3.16
MOQ 6 /55,,BEKAD1,anthocyanin absent,anthocyanin absent,7.6,2.3,45.0,3.3
MOQ 6 /6,,BEKAD1,anthocyanin absent,moderate anthocyanin,9.05,2.3,34.0,2.91
